Geography,Geography code,Week,CauseOfDeath,PlaceOfDeath,RegistrationOrOccurrence,death2020
Redbridge,E09000026,Week 15,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 15,COVID 19,Home,Occurrences,6
Redbridge,E09000026,Week 15,COVID 19,Home,Registrations,4
Redbridge,E09000026,Week 15,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 15,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 15,COVID 19,Hospital,Occurrences,69
Redbridge,E09000026,Week 15,COVID 19,Hospital,Registrations,38
Redbridge,E09000026,Week 15,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 15,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 16,COVID 19,Care home,Occurrences,3
Redbridge,E09000026,Week 16,COVID 19,Care home,Registrations,4
Redbridge,E09000026,Week 16,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 16,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 16,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 16,COVID 19,Home,Registrations,5
Redbridge,E09000026,Week 16,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 16,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 16,COVID 19,Hospital,Occurrences,46
Redbridge,E09000026,Week 16,COVID 19,Hospital,Registrations,63
Redbridge,E09000026,Week 16,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 16,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 17,COVID 19,Care home,Occurrences,5
Redbridge,E09000026,Week 17,COVID 19,Care home,Registrations,4
Redbridge,E09000026,Week 17,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 17,COVID 19,Elsewhere,Registrations,1
Redbridge,E09000026,Week 17,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 17,COVID 19,Home,Registrations,4
Redbridge,E09000026,Week 17,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 17,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 17,COVID 19,Hospital,Occurrences,36
Redbridge,E09000026,Week 17,COVID 19,Hospital,Registrations,45
Redbridge,E09000026,Week 17,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 17,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 18,COVID 19,Care home,Occurrences,2
Redbridge,E09000026,Week 18,COVID 19,Care home,Registrations,6
Redbridge,E09000026,Week 18,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 18,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 18,COVID 19,Home,Occurrences,1
Redbridge,E09000026,Week 18,COVID 19,Home,Registrations,2
Redbridge,E09000026,Week 18,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 18,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 18,COVID 19,Hospital,Occurrences,11
Redbridge,E09000026,Week 18,COVID 19,Hospital,Registrations,25
Redbridge,E09000026,Week 18,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 18,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 19,COVID 19,Care home,Occurrences,4
Redbridge,E09000026,Week 19,COVID 19,Care home,Registrations,6
Redbridge,E09000026,Week 19,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 19,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 19,COVID 19,Home,Occurrences,2
Redbridge,E09000026,Week 19,COVID 19,Home,Registrations,1
Redbridge,E09000026,Week 19,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 19,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 19,COVID 19,Hospital,Occurrences,10
Redbridge,E09000026,Week 19,COVID 19,Hospital,Registrations,13
Redbridge,E09000026,Week 19,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 19,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 2,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 2,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 2,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 2,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 2,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 2,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 2,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 2,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 2,COVID 19,Hospital,Occurrences,0
Redbridge,E09000026,Week 2,COVID 19,Hospital,Registrations,0
Redbridge,E09000026,Week 2,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 2,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 20,COVID 19,Care home,Occurrences,1
Redbridge,E09000026,Week 20,COVID 19,Care home,Registrations,2
Redbridge,E09000026,Week 20,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 20,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 20,COVID 19,Home,Occurrences,4
Redbridge,E09000026,Week 20,COVID 19,Home,Registrations,4
Redbridge,E09000026,Week 20,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 20,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 20,COVID 19,Hospital,Occurrences,1
Redbridge,E09000026,Week 20,COVID 19,Hospital,Registrations,7
Redbridge,E09000026,Week 20,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 20,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 21,COVID 19,Care home,Occurrences,6
Redbridge,E09000026,Week 21,COVID 19,Care home,Registrations,5
Redbridge,E09000026,Week 21,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 21,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 21,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 21,COVID 19,Home,Registrations,2
Redbridge,E09000026,Week 21,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 21,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 21,COVID 19,Hospital,Occurrences,6
Redbridge,E09000026,Week 21,COVID 19,Hospital,Registrations,6
Redbridge,E09000026,Week 21,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 21,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 22,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 22,COVID 19,Care home,Registrations,2
Redbridge,E09000026,Week 22,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 22,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 22,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 22,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 22,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 22,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 22,COVID 19,Hospital,Occurrences,3
Redbridge,E09000026,Week 22,COVID 19,Hospital,Registrations,4
Redbridge,E09000026,Week 22,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 22,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 23,COVID 19,Care home,Occurrences,1
Redbridge,E09000026,Week 23,COVID 19,Care home,Registrations,1
Redbridge,E09000026,Week 23,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 23,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 23,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 23,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 23,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 23,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 23,COVID 19,Hospital,Occurrences,2
Redbridge,E09000026,Week 23,COVID 19,Hospital,Registrations,1
Redbridge,E09000026,Week 23,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 23,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 24,COVID 19,Care home,Occurrences,1
Redbridge,E09000026,Week 24,COVID 19,Care home,Registrations,1
Redbridge,E09000026,Week 24,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 24,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 24,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 24,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 24,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 24,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 24,COVID 19,Hospital,Occurrences,0
Redbridge,E09000026,Week 24,COVID 19,Hospital,Registrations,1
Redbridge,E09000026,Week 24,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 24,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 25,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 25,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 25,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 25,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 25,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 25,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 25,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 25,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 25,COVID 19,Hospital,Occurrences,0
Redbridge,E09000026,Week 25,COVID 19,Hospital,Registrations,0
Redbridge,E09000026,Week 25,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 25,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 26,COVID 19,Care home,Occurrences,2
Redbridge,E09000026,Week 26,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 26,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 26,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 26,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 26,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 26,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 26,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 26,COVID 19,Hospital,Occurrences,0
Redbridge,E09000026,Week 26,COVID 19,Hospital,Registrations,0
Redbridge,E09000026,Week 26,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 26,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 27,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 27,COVID 19,Care home,Registrations,2
Redbridge,E09000026,Week 27,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 27,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 27,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 27,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 27,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 27,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 27,COVID 19,Hospital,Occurrences,0
Redbridge,E09000026,Week 27,COVID 19,Hospital,Registrations,0
Redbridge,E09000026,Week 27,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 27,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 28,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 28,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 28,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 28,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 28,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 28,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 28,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 28,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 28,COVID 19,Hospital,Occurrences,0
Redbridge,E09000026,Week 28,COVID 19,Hospital,Registrations,0
Redbridge,E09000026,Week 28,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 28,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 29,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 29,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 29,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 29,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 29,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 29,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 29,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 29,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 29,COVID 19,Hospital,Occurrences,0
Redbridge,E09000026,Week 29,COVID 19,Hospital,Registrations,0
Redbridge,E09000026,Week 29,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 29,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 3,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 3,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 3,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 3,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 3,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 3,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 3,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 3,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 3,COVID 19,Hospital,Occurrences,0
Redbridge,E09000026,Week 3,COVID 19,Hospital,Registrations,0
Redbridge,E09000026,Week 3,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 3,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 30,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 30,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 30,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 30,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 30,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 30,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 30,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 30,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 30,COVID 19,Hospital,Occurrences,0
Redbridge,E09000026,Week 30,COVID 19,Hospital,Registrations,0
Redbridge,E09000026,Week 30,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 30,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 31,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 31,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 31,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 31,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 31,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 31,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 31,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 31,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 31,COVID 19,Hospital,Occurrences,0
Redbridge,E09000026,Week 31,COVID 19,Hospital,Registrations,0
Redbridge,E09000026,Week 31,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 31,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 32,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 32,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 32,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 32,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 32,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 32,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 32,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 32,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 32,COVID 19,Hospital,Occurrences,0
Redbridge,E09000026,Week 32,COVID 19,Hospital,Registrations,0
Redbridge,E09000026,Week 32,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 32,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 33,COVID 19,Care home,Occurrences,1
Redbridge,E09000026,Week 33,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 33,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 33,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 33,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 33,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 33,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 33,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 33,COVID 19,Hospital,Occurrences,0
Redbridge,E09000026,Week 33,COVID 19,Hospital,Registrations,0
Redbridge,E09000026,Week 33,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 33,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 34,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 34,COVID 19,Care home,Registrations,1
Redbridge,E09000026,Week 34,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 34,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 34,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 34,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 34,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 34,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 34,COVID 19,Hospital,Occurrences,0
Redbridge,E09000026,Week 34,COVID 19,Hospital,Registrations,0
Redbridge,E09000026,Week 34,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 34,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 35,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 35,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 35,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 35,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 35,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 35,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 35,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 35,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 35,COVID 19,Hospital,Occurrences,0
Redbridge,E09000026,Week 35,COVID 19,Hospital,Registrations,0
Redbridge,E09000026,Week 35,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 35,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 36,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 36,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 36,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 36,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 36,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 36,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 36,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 36,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 36,COVID 19,Hospital,Occurrences,0
Redbridge,E09000026,Week 36,COVID 19,Hospital,Registrations,0
Redbridge,E09000026,Week 36,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 36,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 37,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 37,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 37,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 37,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 37,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 37,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 37,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 37,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 37,COVID 19,Hospital,Occurrences,1
Redbridge,E09000026,Week 37,COVID 19,Hospital,Registrations,1
Redbridge,E09000026,Week 37,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 37,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 38,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 38,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 38,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 38,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 38,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 38,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 38,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 38,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 38,COVID 19,Hospital,Occurrences,3
Redbridge,E09000026,Week 38,COVID 19,Hospital,Registrations,1
Redbridge,E09000026,Week 38,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 38,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 39,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 39,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 39,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 39,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 39,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 39,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 39,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 39,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 39,COVID 19,Hospital,Occurrences,2
Redbridge,E09000026,Week 39,COVID 19,Hospital,Registrations,3
Redbridge,E09000026,Week 39,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 39,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 4,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 4,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 4,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 4,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 4,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 4,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 4,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 4,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 4,COVID 19,Hospital,Occurrences,0
Redbridge,E09000026,Week 4,COVID 19,Hospital,Registrations,0
Redbridge,E09000026,Week 4,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 4,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 40,COVID 19,Care home,Occurrences,1
Redbridge,E09000026,Week 40,COVID 19,Care home,Registrations,1
Redbridge,E09000026,Week 40,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 40,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 40,COVID 19,Home,Occurrences,1
Redbridge,E09000026,Week 40,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 40,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 40,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 40,COVID 19,Hospital,Occurrences,6
Redbridge,E09000026,Week 40,COVID 19,Hospital,Registrations,6
Redbridge,E09000026,Week 40,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 40,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 41,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 41,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 41,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 41,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 41,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 41,COVID 19,Home,Registrations,1
Redbridge,E09000026,Week 41,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 41,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 41,COVID 19,Hospital,Occurrences,7
Redbridge,E09000026,Week 41,COVID 19,Hospital,Registrations,3
Redbridge,E09000026,Week 41,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 41,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 42,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 42,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 42,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 42,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 42,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 42,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 42,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 42,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 42,COVID 19,Hospital,Occurrences,6
Redbridge,E09000026,Week 42,COVID 19,Hospital,Registrations,10
Redbridge,E09000026,Week 42,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 42,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 43,COVID 19,Care home,Occurrences,3
Redbridge,E09000026,Week 43,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 43,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 43,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 43,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 43,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 43,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 43,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 43,COVID 19,Hospital,Occurrences,5
Redbridge,E09000026,Week 43,COVID 19,Hospital,Registrations,2
Redbridge,E09000026,Week 43,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 43,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 44,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 44,COVID 19,Care home,Registrations,3
Redbridge,E09000026,Week 44,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 44,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 44,COVID 19,Home,Occurrences,1
Redbridge,E09000026,Week 44,COVID 19,Home,Registrations,1
Redbridge,E09000026,Week 44,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 44,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 44,COVID 19,Hospital,Occurrences,9
Redbridge,E09000026,Week 44,COVID 19,Hospital,Registrations,7
Redbridge,E09000026,Week 44,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 44,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 45,COVID 19,Care home,Occurrences,1
Redbridge,E09000026,Week 45,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 45,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 45,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 45,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 45,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 45,COVID 19,Hospice,Occurrences,0
